date,traffic_source,search_engine,adv_engine,visits,users,avg_visit_duration_sec,bounce_rate,goal_conversion_rate
2025-04-29,Ad traffic,,Yandex: Direct,68.0,64.0,75.33823529,13.23529412,0.0
2025-05-04,Ad traffic,,Yandex: Direct,68.0,61.0,73.23529412,16.17647059,0.0
2025-07-25,Ad traffic,,Yandex: Direct,68.0,66.0,117.61764706,5.88235294,1.47058824
2025-07-28,Ad traffic,,Yandex: Direct,68.0,64.0,146.26470588,5.88235294,0.0
2026-04-20,Ad traffic,,Yandex: Direct,68.0,54.0,236.33823529,19.11764706,1.47058824
2025-07-10,Ad traffic,,Yandex: Direct,67.0,66.0,147.91044776,7.46268657,1.49253731
2025-05-13,Ad traffic,,Yandex: Direct,66.0,65.0,189.39393939,13.63636364,0.0
2025-08-04,Ad traffic,,Yandex: Direct,66.0,63.0,133.13636364,0.0,0.0
2025-08-20,Ad traffic,,Yandex: Direct,66.0,64.0,255.0,6.06060606,4.54545455
2025-08-25,Ad traffic,,Yandex: Direct,66.0,62.0,139.15151515,9.09090909,0.0
2026-04-27,Ad traffic,,Yandex: Direct,65.0,61.0,173.49230769,20.0,1.53846154
2025-05-15,Ad traffic,,Yandex: Direct,63.0,60.0,80.36507937,20.63492063,0.0
2025-08-12,Ad traffic,,Yandex: Direct,63.0,60.0,173.01587302,6.34920635,1.58730159
2025-08-18,Ad traffic,,Yandex: Direct,63.0,62.0,274.98412698,7.93650794,3.17460317
2025-09-09,Ad traffic,,Yandex: Direct,63.0,60.0,233.49206349,11.11111111,4.76190476
2025-09-08,Ad traffic,,Yandex: Direct,62.0,59.0,128.4516129,4.83870968,1.61290323
2026-02-17,Ad traffic,,Yandex: Direct,62.0,57.0,249.5,4.83870968,1.61290323
2025-05-06,Ad traffic,,Yandex: Direct,61.0,60.0,113.13114754,18.03278689,1.63934426
2025-06-23,Ad traffic,,Yandex: Direct,61.0,60.0,135.6557377,6.55737705,4.91803279
2025-07-03,Ad traffic,,Yandex: Direct,61.0,58.0,150.40983607,3.27868852,1.63934426
2025-09-02,Ad traffic,,Yandex: Direct,61.0,60.0,140.78688525,13.1147541,0.0
2026-02-11,Ad traffic,,Yandex: Direct,61.0,58.0,146.50819672,11.47540984,0.0
2025-05-20,Ad traffic,,Yandex: Direct,60.0,56.0,128.78333333,6.66666667,1.66666667
2026-02-26,Ad traffic,,Yandex: Direct,60.0,57.0,148.8,10.0,0.0
2025-08-26,Ad traffic,,Yandex: Direct,59.0,55.0,90.91525424,13.55932203,0.0
2026-02-16,Ad traffic,,Yandex: Direct,59.0,58.0,286.89830508,10.16949153,1.69491525
2025-07-24,Ad traffic,,Yandex: Direct,58.0,56.0,115.77586207,8.62068966,1.72413793
2025-08-08,Ad traffic,,Yandex: Direct,58.0,55.0,168.81034483,10.34482759,1.72413793
2026-04-26,Ad traffic,,Yandex: Direct,58.0,56.0,97.68965517,13.79310345,0.0
2025-04-21,Ad traffic,,Yandex: Direct,57.0,56.0,50.59649123,15.78947368,0.0
2025-06-24,Ad traffic,,Yandex: Direct,57.0,55.0,127.8245614,7.01754386,0.0
2025-06-26,Ad traffic,,Yandex: Direct,57.0,57.0,141.43859649,7.01754386,5.26315789
2025-07-01,Ad traffic,,Yandex: Direct,57.0,55.0,103.21052632,7.01754386,0.0
2025-08-14,Ad traffic,,Yandex: Direct,57.0,57.0,119.9122807,3.50877193,0.0
2025-09-10,Ad traffic,,Yandex: Direct,57.0,55.0,107.70175439,8.77192982,7.01754386
2025-05-05,Ad traffic,,Yandex: Direct,56.0,52.0,101.64285714,16.07142857,0.0
2025-05-26,Ad traffic,,Yandex: Direct,56.0,52.0,122.26785714,21.42857143,3.57142857
2025-08-21,Ad traffic,,Yandex: Direct,56.0,54.0,124.60714286,10.71428571,0.0
2026-02-12,Ad traffic,,Yandex: Direct,56.0,53.0,160.80357143,7.14285714,1.78571429
2026-04-15,Ad traffic,,Yandex: Direct,56.0,54.0,159.55357143,16.07142857,0.0
2025-05-01,Ad traffic,,Yandex: Direct,55.0,55.0,123.56363636,14.54545455,0.0
2025-09-16,Ad traffic,,Yandex: Direct,55.0,55.0,115.10909091,9.09090909,1.81818182
2025-08-27,Ad traffic,,Yandex: Direct,53.0,49.0,190.05660377,7.54716981,1.88679245
2025-09-01,Ad traffic,,Yandex: Direct,53.0,50.0,215.96226415,3.77358491,5.66037736
2026-03-05,Ad traffic,,Yandex: Direct,53.0,50.0,183.41509434,9.43396226,3.77358491
2026-03-24,Ad traffic,,Yandex: Direct,53.0,50.0,307.94339623,3.77358491,1.88679245
2025-04-30,Ad traffic,,Yandex: Direct,52.0,51.0,83.65384615,25.0,1.92307692
2025-08-28,Ad traffic,,Yandex: Direct,52.0,50.0,234.78846154,5.76923077,1.92307692
2025-09-03,Ad traffic,,Yandex: Direct,52.0,51.0,137.75,5.76923077,0.0
2025-09-04,Ad traffic,,Yandex: Direct,52.0,51.0,204.88461538,9.61538462,0.0
2026-02-18,Ad traffic,,Yandex: Direct,52.0,51.0,201.92307692,9.61538462,0.0
2026-03-06,Ad traffic,,Yandex: Direct,52.0,50.0,208.80769231,13.46153846,0.0
2025-06-25,Ad traffic,,Yandex: Direct,51.0,50.0,127.07843137,9.80392157,0.0
2025-07-02,Ad traffic,,Yandex: Direct,51.0,50.0,210.98039216,1.96078431,3.92156863
2025-07-04,Ad traffic,,Yandex: Direct,51.0,50.0,160.70588235,9.80392157,1.96078431
2025-08-15,Ad traffic,,Yandex: Direct,51.0,50.0,138.50980392,9.80392157,3.92156863
2025-09-06,Ad traffic,,Yandex: Direct,50.0,49.0,185.02,4.0,8.0
2025-12-12,Ad traffic,,Yandex: Direct,50.0,49.0,150.1,12.0,2.0
2026-04-18,Ad traffic,,Yandex: Direct,50.0,44.0,107.86,16.0,0.0
2025-04-11,Ad traffic,,Yandex: Direct,49.0,47.0,175.63265306,8.16326531,0.0
2025-05-25,Ad traffic,,Yandex: Direct,49.0,47.0,90.73469388,16.32653061,0.0
2025-06-19,Ad traffic,,Yandex: Direct,49.0,47.0,104.46938776,10.20408163,2.04081633
2026-04-21,Ad traffic,,Yandex: Direct,49.0,47.0,153.57142857,18.36734694,0.0
2025-05-23,Ad traffic,,Yandex: Direct,48.0,46.0,97.875,8.33333333,0.0
2025-06-27,Ad traffic,,Yandex: Direct,48.0,47.0,207.60416667,6.25,0.0
2025-06-30,Internal traffic,,,48.0,44.0,167.6875,4.16666667,4.16666667
2025-07-11,Ad traffic,,Yandex: Direct,48.0,48.0,186.1875,8.33333333,0.0
2025-09-11,Ad traffic,,Yandex: Direct,48.0,48.0,178.3125,12.5,2.08333333
2026-03-04,Ad traffic,,Yandex: Direct,48.0,47.0,166.41666667,10.41666667,0.0
2025-04-12,Ad traffic,,Yandex: Direct,47.0,46.0,145.63829787,14.89361702,0.0
2025-04-25,Ad traffic,,Yandex: Direct,47.0,47.0,195.25531915,14.89361702,4.25531915
2025-05-02,Ad traffic,,Yandex: Direct,47.0,44.0,179.08510638,10.63829787,4.25531915
2025-05-12,Ad traffic,,Yandex: Direct,47.0,45.0,283.42553191,6.38297872,2.12765957
2025-05-17,Ad traffic,,Yandex: Direct,47.0,45.0,102.80851064,8.5106383,0.0
2025-05-24,Ad traffic,,Yandex: Direct,47.0,46.0,91.68085106,10.63829787,0.0
2025-07-26,Ad traffic,,Yandex: Direct,47.0,46.0,151.14893617,14.89361702,2.12765957
2026-01-27,Ad traffic,,Yandex: Direct,47.0,42.0,93.87234043,14.89361702,0.0
2026-03-23,Ad traffic,,Yandex: Direct,47.0,47.0,243.63829787,8.5106383,0.0
2026-05-06,Ad traffic,,Yandex: Direct,47.0,45.0,366.74468085,2.12765957,4.25531915
2025-08-29,Ad traffic,,Yandex: Direct,46.0,42.0,148.36956522,4.34782609,0.0
2025-09-05,Ad traffic,,Yandex: Direct,46.0,46.0,187.13043478,10.86956522,2.17391304
2025-09-17,Ad traffic,,Yandex: Direct,46.0,46.0,145.58695652,8.69565217,0.0
2025-11-20,Ad traffic,,Yandex: Direct,46.0,41.0,119.89130435,21.73913043,4.34782609
2025-12-06,Ad traffic,,Yandex: Direct,46.0,44.0,110.26086957,19.56521739,0.0
2026-02-03,Ad traffic,,Yandex: Direct,46.0,45.0,151.15217391,10.86956522,2.17391304
2025-05-16,Ad traffic,,Yandex: Direct,45.0,42.0,170.13333333,22.22222222,2.22222222
2025-08-02,Ad traffic,,Yandex: Direct,45.0,44.0,136.33333333,6.66666667,0.0
2025-09-26,Ad traffic,,Yandex: Direct,45.0,41.0,116.73333333,8.88888889,0.0
2026-02-19,Ad traffic,,Yandex: Direct,45.0,44.0,120.73333333,6.66666667,0.0
2026-02-25,Ad traffic,,Yandex: Direct,45.0,43.0,129.77777778,6.66666667,4.44444444
2026-03-18,Ad traffic,,Yandex: Direct,45.0,43.0,224.02222222,4.44444444,0.0
2026-03-19,Ad traffic,,Yandex: Direct,45.0,42.0,167.04444444,6.66666667,0.0
2026-04-28,Ad traffic,,Yandex: Direct,45.0,45.0,271.75555556,6.66666667,8.88888889
2026-05-12,Ad traffic,,Yandex: Direct,45.0,45.0,354.64444444,17.77777778,8.88888889
2025-04-18,Ad traffic,,Yandex: Direct,44.0,43.0,75.65909091,18.18181818,0.0
2025-05-18,Ad traffic,,Yandex: Direct,44.0,42.0,183.93181818,15.90909091,4.54545455
2025-07-16,Internal traffic,,,44.0,37.0,395.75,9.09090909,4.54545455
2026-04-22,Ad traffic,,Yandex: Direct,44.0,38.0,199.36363636,9.09090909,2.27272727
2026-04-29,Ad traffic,,Yandex: Direct,44.0,43.0,193.31818182,13.63636364,0.0
2025-04-22,Ad traffic,,Yandex: Direct,43.0,43.0,209.6744186,11.62790698,6.97674419
2025-04-23,Ad traffic,,Yandex: Direct,43.0,42.0,146.46511628,11.62790698,6.97674419
2025-05-21,Ad traffic,,Yandex: Direct,43.0,41.0,107.93023256,9.30232558,0.0
2025-08-22,Ad traffic,,Yandex: Direct,43.0,42.0,188.76744186,11.62790698,0.0
2025-10-06,Ad traffic,,Yandex: Direct,43.0,43.0,93.41860465,11.62790698,0.0
2025-10-17,Ad traffic,,Yandex: Direct,43.0,40.0,164.76744186,18.60465116,0.0
2025-11-21,Ad traffic,,Yandex: Direct,43.0,40.0,147.46511628,18.60465116,0.0
2026-01-05,Ad traffic,,Yandex: Direct,43.0,39.0,113.04651163,13.95348837,4.65116279
2026-02-05,Ad traffic,,Yandex: Direct,43.0,40.0,136.48837209,9.30232558,0.0
2026-02-10,Ad traffic,,Yandex: Direct,43.0,42.0,208.51162791,13.95348837,4.65116279
2026-03-16,Ad traffic,,Yandex: Direct,43.0,40.0,137.95348837,11.62790698,0.0
2025-04-24,Ad traffic,,Yandex: Direct,42.0,42.0,94.16666667,9.52380952,4.76190476
2025-09-12,Ad traffic,,Yandex: Direct,42.0,40.0,148.54761905,2.38095238,2.38095238
2025-09-24,Ad traffic,,Yandex: Direct,42.0,40.0,192.35714286,11.9047619,2.38095238
2026-02-23,Ad traffic,,Yandex: Direct,42.0,42.0,124.97619048,9.52380952,0.0
2026-03-07,Ad traffic,,Yandex: Direct,42.0,40.0,154.23809524,7.14285714,4.76190476
2026-03-12,Ad traffic,,Yandex: Direct,42.0,38.0,342.88095238,4.76190476,0.0
2026-05-07,Ad traffic,,Yandex: Direct,42.0,39.0,222.26190476,9.52380952,4.76190476
2025-04-26,Ad traffic,,Yandex: Direct,41.0,40.0,76.2195122,14.63414634,0.0
2025-05-22,Ad traffic,,Yandex: Direct,41.0,41.0,107.97560976,9.75609756,0.0
2025-06-03,Ad traffic,,Yandex: Direct,41.0,40.0,72.14634146,17.07317073,0.0
2025-07-19,Ad traffic,,Yandex: Direct,41.0,41.0,179.24390244,4.87804878,0.0
2025-09-23,Ad traffic,,Yandex: Direct,41.0,38.0,127.6097561,12.19512195,0.0
2025-09-29,Ad traffic,,Yandex: Direct,41.0,38.0,111.95121951,17.07317073,7.31707317
2026-01-04,Ad traffic,,Yandex: Direct,41.0,41.0,88.17073171,14.63414634,0.0
2026-01-15,Ad traffic,,Yandex: Direct,41.0,40.0,111.19512195,9.75609756,0.0
2026-02-09,Ad traffic,,Yandex: Direct,41.0,39.0,249.48780488,12.19512195,2.43902439
2026-02-24,Ad traffic,,Yandex: Direct,41.0,38.0,218.19512195,4.87804878,0.0
2025-06-20,Ad traffic,,Yandex: Direct,40.0,38.0,188.725,7.5,2.5
2025-07-05,Ad traffic,,Yandex: Direct,40.0,40.0,100.025,7.5,0.0
2025-09-15,Ad traffic,,Yandex: Direct,40.0,39.0,327.2,7.5,7.5
2025-09-30,Ad traffic,,Yandex: Direct,40.0,39.0,121.2,10.0,2.5
2025-10-11,Ad traffic,,Yandex: Direct,40.0,39.0,153.525,12.5,5.0
2025-10-15,Ad traffic,,Yandex: Direct,40.0,39.0,107.55,15.0,5.0
2026-01-20,Ad traffic,,Yandex: Direct,40.0,39.0,103.6,2.5,2.5
2026-01-29,Ad traffic,,Yandex: Direct,40.0,37.0,115.1,25.0,0.0
2026-05-05,Ad traffic,,Yandex: Direct,40.0,40.0,140.75,7.5,2.5
2025-07-12,Ad traffic,,Yandex: Direct,39.0,39.0,192.8974359,2.56410256,2.56410256
2025-08-09,Ad traffic,,Yandex: Direct,39.0,37.0,73.0,17.94871795,0.0
2025-09-04,Internal traffic,,,39.0,29.0,250.48717949,12.82051282,5.12820513
2025-12-10,Ad traffic,,Yandex: Direct,39.0,36.0,144.56410256,15.38461538,2.56410256
2026-01-16,Ad traffic,,Yandex: Direct,39.0,39.0,144.8974359,7.69230769,0.0
2026-01-19,Ad traffic,,Yandex: Direct,39.0,36.0,143.76923077,5.12820513,0.0
2026-02-08,Ad traffic,,Yandex: Direct,39.0,39.0,98.82051282,10.25641026,0.0
2026-03-08,Ad traffic,,Yandex: Direct,39.0,37.0,252.53846154,10.25641026,0.0
2026-04-13,Ad traffic,,Yandex: Direct,39.0,38.0,232.30769231,2.56410256,2.56410256
2026-04-27,Internal traffic,,,39.0,29.0,178.02564103,25.64102564,5.12820513
2026-04-30,Internal traffic,,,39.0,28.0,225.53846154,28.20512821,5.12820513
2026-05-04,Ad traffic,,Yandex: Direct,39.0,36.0,205.48717949,12.82051282,0.0
2025-07-24,Internal traffic,,,38.0,33.0,141.71052632,18.42105263,0.0
2025-09-22,Ad traffic,,Yandex: Direct,38.0,37.0,93.92105263,2.63157895,0.0
2025-10-10,Ad traffic,,Yandex: Direct,38.0,35.0,94.84210526,7.89473684,0.0
2025-12-13,Ad traffic,,Yandex: Direct,38.0,34.0,135.60526316,7.89473684,5.26315789
2026-01-26,Ad traffic,,Yandex: Direct,38.0,37.0,178.97368421,10.52631579,2.63157895
2026-02-06,Ad traffic,,Yandex: Direct,38.0,36.0,310.60526316,7.89473684,5.26315789
2026-02-07,Ad traffic,,Yandex: Direct,38.0,37.0,271.05263158,13.15789474,5.26315789
2026-02-20,Ad traffic,,Yandex: Direct,38.0,38.0,221.52631579,10.52631579,5.26315789
2026-02-27,Ad traffic,,Yandex: Direct,38.0,34.0,126.63157895,5.26315789,0.0
2026-02-28,Ad traffic,,Yandex: Direct,38.0,36.0,242.81578947,13.15789474,2.63157895
2026-04-08,Ad traffic,,Yandex: Direct,38.0,36.0,194.34210526,7.89473684,0.0
2026-05-08,Internal traffic,,,38.0,27.0,213.05263158,13.15789474,2.63157895
2025-04-09,Ad traffic,,Yandex: Direct,37.0,36.0,128.94594595,8.10810811,0.0
2025-04-13,Ad traffic,,Yandex: Direct,37.0,36.0,129.35135135,24.32432432,0.0
2025-04-30,Link traffic,,,37.0,36.0,12.32432432,45.94594595,0.0
2025-05-28,Ad traffic,,Yandex: Direct,37.0,37.0,236.40540541,10.81081081,5.40540541
2025-07-08,Direct traffic,,,37.0,34.0,191.2972973,18.91891892,2.7027027
2025-07-23,Internal traffic,,,37.0,33.0,185.64864865,8.10810811,5.40540541
2025-12-26,Ad traffic,,Yandex: Direct,37.0,36.0,52.89189189,27.02702703,0.0
2026-01-13,Ad traffic,,Yandex: Direct,37.0,34.0,153.05405405,21.62162162,0.0
2026-02-13,Ad traffic,,Yandex: Direct,37.0,36.0,184.2972973,8.10810811,0.0
2026-02-14,Ad traffic,,Yandex: Direct,37.0,36.0,141.08108108,13.51351351,2.7027027
2026-03-10,Ad traffic,,Yandex: Direct,37.0,36.0,128.02702703,8.10810811,0.0
2026-03-17,Ad traffic,,Yandex: Direct,37.0,35.0,258.56756757,8.10810811,0.0
2026-04-25,Ad traffic,,Yandex: Direct,37.0,36.0,198.24324324,10.81081081,0.0
2025-06-17,Ad traffic,,Yandex: Direct,36.0,34.0,82.44444444,8.33333333,0.0
2025-06-18,Ad traffic,,Yandex: Direct,36.0,36.0,93.19444444,8.33333333,0.0
2025-07-02,Internal traffic,,,36.0,31.0,592.97222222,11.11111111,0.0
2025-07-15,Direct traffic,,,36.0,33.0,235.05555556,11.11111111,2.77777778
2025-09-25,Ad traffic,,Yandex: Direct,36.0,36.0,151.13888889,2.77777778,2.77777778
2025-10-13,Ad traffic,,Yandex: Direct,36.0,32.0,168.11111111,8.33333333,2.77777778
2025-11-30,Direct traffic,,,36.0,32.0,109.55555556,22.22222222,0.0
2026-01-03,Ad traffic,,Yandex: Direct,36.0,34.0,124.61111111,27.77777778,0.0
2026-01-14,Ad traffic,,Yandex: Direct,36.0,33.0,264.77777778,16.66666667,5.55555556
2026-01-25,Ad traffic,,Yandex: Direct,36.0,33.0,138.52777778,8.33333333,0.0
2026-02-02,Ad traffic,,Yandex: Direct,36.0,30.0,160.41666667,11.11111111,0.0
2025-04-19,Ad traffic,,Yandex: Direct,35.0,35.0,175.82857143,14.28571429,2.85714286
2025-04-27,Ad traffic,,Yandex: Direct,35.0,34.0,110.97142857,17.14285714,0.0
2025-06-25,Direct traffic,,,35.0,30.0,125.97142857,20.0,0.0
2025-07-08,Internal traffic,,,35.0,28.0,152.31428571,17.14285714,8.57142857
2025-07-14,Direct traffic,,,35.0,30.0,286.2,14.28571429,0.0
2025-07-17,Internal traffic,,,35.0,28.0,98.2,11.42857143,0.0
2025-08-05,Internal traffic,,,35.0,30.0,154.74285714,5.71428571,2.85714286
2025-09-19,Ad traffic,,Yandex: Direct,35.0,33.0,110.45714286,11.42857143,5.71428571
2025-09-28,Ad traffic,,Yandex: Direct,35.0,32.0,163.85714286,0.0,0.0
2025-10-09,Ad traffic,,Yandex: Direct,35.0,35.0,119.94285714,14.28571429,0.0
2025-11-24,Ad traffic,,Yandex: Direct,35.0,33.0,76.85714286,11.42857143,2.85714286
2026-01-06,Ad traffic,,Yandex: Direct,35.0,35.0,123.91428571,14.28571429,2.85714286
2026-05-06,Internal traffic,,,35.0,29.0,317.28571429,17.14285714,8.57142857
2026-05-12,Internal traffic,,,35.0,32.0,98.82857143,20.0,2.85714286
2025-07-22,Internal traffic,,,34.0,31.0,192.29411765,0.0,0.0
2025-08-19,Internal traffic,,,34.0,24.0,122.47058824,29.41176471,5.88235294
2025-09-20,Internal traffic,,,34.0,28.0,248.82352941,38.23529412,2.94117647
2025-09-27,Ad traffic,,Yandex: Direct,34.0,32.0,98.41176471,11.76470588,2.94117647
2025-10-07,Ad traffic,,Yandex: Direct,34.0,33.0,89.17647059,14.70588235,0.0
2025-10-16,Ad traffic,,Yandex: Direct,34.0,32.0,285.17647059,14.70588235,2.94117647
2025-10-18,Ad traffic,,Yandex: Direct,34.0,34.0,119.73529412,2.94117647,0.0
2025-11-11,Ad traffic,,Yandex: Direct,34.0,34.0,153.14705882,5.88235294,0.0
2025-12-08,Ad traffic,,Yandex: Direct,34.0,32.0,240.52941176,8.82352941,0.0
2025-12-11,Ad traffic,,Yandex: Direct,34.0,34.0,186.64705882,11.76470588,5.88235294
2026-01-21,Ad traffic,,Yandex: Direct,34.0,30.0,140.5,14.70588235,2.94117647
2026-02-04,Ad traffic,,Yandex: Direct,34.0,32.0,145.47058824,8.82352941,0.0
2026-03-01,Ad traffic,,Yandex: Direct,34.0,33.0,180.11764706,8.82352941,0.0
2026-03-09,Ad traffic,,Yandex: Direct,34.0,34.0,120.85294118,11.76470588,0.0
2026-03-11,Ad traffic,,Yandex: Direct,34.0,33.0,107.85294118,17.64705882,0.0
2026-03-13,Ad traffic,,Yandex: Direct,34.0,33.0,171.88235294,8.82352941,0.0
2026-03-20,Ad traffic,,Yandex: Direct,34.0,34.0,248.0,17.64705882,2.94117647
2026-04-10,Ad traffic,,Yandex: Direct,34.0,33.0,242.35294118,2.94117647,0.0
2025-05-27,Ad traffic,,Yandex: Direct,33.0,32.0,129.03030303,6.06060606,0.0
2025-06-05,Ad traffic,,Yandex: Direct,33.0,33.0,300.51515152,6.06060606,0.0
2025-07-27,Ad traffic,,Yandex: Direct,33.0,32.0,127.27272727,0.0,0.0
2025-09-18,Ad traffic,,Yandex: Direct,33.0,33.0,114.3030303,3.03030303,3.03030303
2025-10-03,Ad traffic,,Yandex: Direct,33.0,33.0,218.54545455,3.03030303,0.0
2025-10-04,Ad traffic,,Yandex: Direct,33.0,32.0,172.39393939,12.12121212,0.0
2025-10-28,Ad traffic,,Yandex: Direct,33.0,32.0,128.90909091,9.09090909,0.0
2025-12-16,Ad traffic,,Yandex: Direct,33.0,31.0,167.12121212,3.03030303,0.0
2025-12-17,Ad traffic,,Yandex: Direct,33.0,32.0,152.93939394,21.21212121,9.09090909
2025-12-18,Ad traffic,,Yandex: Direct,33.0,30.0,101.24242424,18.18181818,3.03030303
2026-01-22,Ad traffic,,Yandex: Direct,33.0,33.0,134.48484848,12.12121212,0.0
2026-03-21,Ad traffic,,Yandex: Direct,33.0,33.0,257.24242424,3.03030303,3.03030303
2026-04-19,Ad traffic,,Yandex: Direct,33.0,32.0,231.57575758,3.03030303,6.06060606
2026-04-24,Ad traffic,,Yandex: Direct,33.0,32.0,175.66666667,12.12121212,3.03030303
2025-06-26,Internal traffic,,,32.0,27.0,211.6875,6.25,3.125
2025-06-26,Direct traffic,,,32.0,31.0,226.1875,12.5,3.125
2025-07-14,Internal traffic,,,32.0,28.0,289.90625,15.625,3.125
2025-07-28,Internal traffic,,,32.0,29.0,360.40625,15.625,0.0
2025-10-01,Ad traffic,,Yandex: Direct,32.0,30.0,97.09375,12.5,0.0
2025-10-14,Ad traffic,,Yandex: Direct,32.0,30.0,141.75,6.25,3.125
2025-11-10,Ad traffic,,Yandex: Direct,32.0,31.0,133.53125,6.25,0.0
2025-11-28,Ad traffic,,Yandex: Direct,32.0,31.0,144.6875,6.25,3.125
2025-12-27,Ad traffic,,Yandex: Direct,32.0,31.0,87.5625,21.875,3.125
2026-01-23,Ad traffic,,Yandex: Direct,32.0,29.0,194.84375,9.375,0.0
2026-02-21,Ad traffic,,Yandex: Direct,32.0,30.0,178.875,6.25,3.125
2026-04-28,Internal traffic,,,32.0,25.0,147.875,21.875,3.125
2025-05-29,Ad traffic,,Yandex: Direct,31.0,31.0,62.77419355,16.12903226,0.0
2025-07-15,Internal traffic,,,31.0,27.0,134.87096774,12.90322581,0.0
2025-08-07,Internal traffic,,,31.0,25.0,69.12903226,9.67741935,3.22580645
2025-10-02,Ad traffic,,Yandex: Direct,31.0,29.0,136.64516129,6.4516129,0.0
2025-10-21,Ad traffic,,Yandex: Direct,31.0,31.0,158.38709677,9.67741935,3.22580645
2025-11-12,Ad traffic,,Yandex: Direct,31.0,29.0,354.87096774,3.22580645,9.67741935
2025-12-05,Ad traffic,,Yandex: Direct,31.0,28.0,145.96774194,16.12903226,3.22580645
2025-12-15,Ad traffic,,Yandex: Direct,31.0,30.0,95.80645161,9.67741935,3.22580645
2026-01-28,Ad traffic,,Yandex: Direct,31.0,31.0,125.38709677,0.0,0.0
2026-04-09,Ad traffic,,Yandex: Direct,31.0,31.0,382.77419355,0.0,3.22580645
2026-04-14,Ad traffic,,Yandex: Direct,31.0,31.0,327.93548387,0.0,0.0
2026-04-23,Ad traffic,,Yandex: Direct,31.0,28.0,244.58064516,16.12903226,3.22580645
2025-06-16,Ad traffic,,Yandex: Direct,30.0,28.0,221.6,6.66666667,0.0
2025-07-09,Internal traffic,,,30.0,24.0,174.93333333,3.33333333,3.33333333
2025-07-10,Direct traffic,,,30.0,25.0,85.13333333,33.33333333,0.0
2025-07-25,Direct traffic,,,30.0,26.0,159.46666667,13.33333333,6.66666667
2025-07-29,Internal traffic,,,30.0,27.0,105.76666667,3.33333333,0.0
2025-09-07,Ad traffic,,Yandex: Direct,30.0,29.0,135.63333333,16.66666667,0.0
2025-10-24,Ad traffic,,Yandex: Direct,30.0,29.0,94.66666667,10.0,3.33333333
